               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 174,            0.027368,            0.014326,                   0,             0.89942,              0.7694,             0.88166,             0.56362,            0.033756,            0.027831,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.027381,            0.014497,                   0,             0.90336,             0.76554,             0.88131,             0.56366,            0.033751,            0.027871,                   0,            0.004258,            0.004258,            0.004258
                 176,             0.02723,            0.014381,                   0,             0.89329,             0.77168,             0.88057,             0.56333,            0.033756,            0.027938,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.027518,            0.014537,                   0,             0.90579,             0.76197,             0.88056,             0.56318,             0.03376,            0.027969,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.027563,            0.014491,                   0,             0.88313,             0.77825,             0.88067,             0.56314,            0.033749,            0.027974,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.027394,            0.014512,                   0,             0.89045,             0.77217,             0.88036,             0.56307,            0.033745,            0.028018,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.027501,            0.014379,                   0,             0.89324,             0.77026,             0.88037,             0.56326,            0.033749,            0.028013,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.027385,            0.014198,                   0,             0.90021,             0.76547,             0.88005,             0.56309,            0.033754,            0.028039,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.027261,            0.014376,                   0,             0.89827,             0.76696,             0.87947,             0.56258,            0.033765,             0.02809,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.027011,            0.014259,                   0,             0.89864,              0.7663,             0.87942,             0.56229,            0.033776,            0.028126,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.027102,            0.014374,                   0,             0.89905,             0.76643,             0.87968,             0.56201,            0.033797,            0.028126,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.027207,            0.014344,                   0,             0.90438,             0.76273,             0.87942,             0.56188,            0.033808,             0.02816,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.027282,            0.014169,                   0,             0.90331,             0.76387,             0.87953,             0.56196,            0.033808,             0.02816,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.027184,            0.014315,                   0,              0.9032,             0.76478,             0.87978,             0.56227,            0.033801,            0.028122,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.027174,            0.014303,                   0,             0.89781,             0.76874,             0.87993,             0.56247,            0.033805,            0.028106,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.027204,            0.014369,                   0,              0.9037,             0.76422,             0.87986,              0.5623,            0.033799,            0.028113,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.027169,            0.014261,                   0,             0.90533,             0.76269,             0.87961,             0.56216,            0.033799,            0.028134,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.027032,            0.014135,                   0,             0.90607,               0.761,             0.87925,             0.56219,              0.0338,            0.028148,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.02725,            0.014205,                   0,              0.8966,             0.76854,             0.87929,             0.56225,            0.033798,            0.028174,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.026717,            0.014239,                   0,              0.8963,             0.76894,              0.8791,             0.56219,            0.033806,            0.028183,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.026942,            0.013997,                   0,             0.89563,             0.76936,             0.87875,             0.56205,            0.033817,            0.028197,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.026951,            0.014205,                   0,             0.89567,              0.7698,             0.87888,             0.56201,            0.033821,            0.028183,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.026975,            0.014056,                   0,             0.89727,              0.7684,             0.87909,             0.56238,            0.033816,            0.028176,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.026751,            0.013969,                   0,             0.89679,             0.76924,             0.87929,             0.56225,            0.033807,             0.02817,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.026726,            0.013876,                   0,             0.90582,             0.76287,             0.87923,             0.56261,            0.033801,            0.028174,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.026877,            0.013909,                   0,             0.90615,             0.76265,             0.87933,              0.5628,            0.033796,            0.028191,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.026813,             0.01406,                   0,             0.90497,             0.76358,             0.87928,              0.5626,            0.033787,            0.028192,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.026299,            0.014059,                   0,             0.90997,             0.76001,             0.87929,             0.56232,            0.033787,            0.028207,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.026808,            0.013964,                   0,             0.90449,             0.76389,             0.87934,              0.5625,            0.033785,            0.028211,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.026662,            0.013921,                   0,             0.90971,             0.76009,             0.87941,             0.56248,            0.033785,            0.028221,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.026556,            0.013977,                   0,             0.91071,             0.75949,             0.87946,             0.56252,             0.03379,             0.02822,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.026391,            0.013857,                   0,             0.90643,             0.76203,              0.8794,             0.56246,            0.033794,            0.028236,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.026561,            0.013994,                   0,             0.90322,             0.76398,              0.8792,             0.56224,            0.033799,            0.028248,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.026498,            0.013997,                   0,             0.90409,             0.76387,             0.87918,             0.56216,            0.033802,            0.028274,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.026308,            0.013985,                   0,             0.90387,             0.76389,              0.8791,             0.56216,            0.033804,            0.028286,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.026152,            0.013998,                   0,             0.90336,             0.76403,             0.87893,             0.56227,            0.033801,            0.028307,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.026431,            0.013873,                   0,             0.90602,             0.76216,             0.87878,             0.56232,            0.033796,            0.028316,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.026428,            0.013801,                   0,             0.90375,             0.76408,             0.87875,             0.56205,            0.033791,            0.028318,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.026214,            0.013517,                   0,             0.90553,             0.76313,             0.87885,              0.5623,            0.033786,            0.028312,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.026108,             0.01373,                   0,             0.90549,             0.76346,              0.8787,             0.56214,            0.033783,            0.028334,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.026073,            0.013931,                   0,             0.90525,             0.76323,             0.87872,             0.56193,            0.033781,            0.028359,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.026295,            0.013918,                   0,             0.90465,             0.76392,              0.8787,             0.56215,            0.033776,            0.028364,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.026018,            0.013681,                   0,             0.90585,             0.76316,             0.87865,              0.5621,            0.033774,            0.028385,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.026304,            0.013939,                   0,             0.90621,             0.76255,             0.87846,             0.56204,            0.033773,            0.028396,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.026018,            0.013751,                   0,             0.90359,             0.76455,             0.87862,             0.56194,            0.033768,            0.028408,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.026171,            0.013749,                   0,             0.90526,             0.76309,             0.87864,             0.56201,            0.033764,            0.028414,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.026023,             0.01361,                   0,             0.90565,             0.76295,             0.87856,             0.56205,            0.033762,             0.02842,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.025847,            0.013766,                   0,             0.90542,             0.76316,             0.87864,             0.56207,             0.03376,            0.028426,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.025947,            0.013175,                   0,             0.91158,              0.7587,              0.8787,             0.56204,             0.03376,            0.028436,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.025776,            0.013789,                   0,              0.9048,             0.76379,             0.87881,              0.5621,            0.033759,            0.028444,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.025899,            0.013782,                   0,             0.91158,             0.75918,              0.8788,             0.56212,            0.033756,            0.028444,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.025945,            0.013685,                   0,              0.9085,              0.7613,              0.8788,             0.56214,            0.033756,            0.028452,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.025535,            0.013822,                   0,             0.91224,             0.75837,             0.87847,             0.56214,            0.033754,            0.028468,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.025461,            0.013408,                   0,             0.90725,             0.76196,             0.87853,             0.56214,            0.033756,            0.028473,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.025674,            0.013654,                   0,             0.91486,             0.75688,             0.87843,             0.56218,            0.033758,            0.028488,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.025525,            0.013648,                   0,             0.91439,             0.75724,             0.87839,             0.56201,            0.033761,            0.028496,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.025572,              0.0135,                   0,             0.91404,             0.75715,             0.87812,             0.56196,            0.033762,            0.028511,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.025706,            0.013562,                   0,             0.91343,             0.75741,             0.87794,             0.56194,            0.033766,            0.028531,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.025661,            0.013604,                   0,             0.90932,             0.76027,             0.87801,             0.56192,            0.033767,            0.028539,                   0,            0.002377,            0.002377,            0.002377
                 233,             0.02542,            0.013376,                   0,             0.90855,             0.76091,             0.87805,             0.56178,            0.033771,            0.028549,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.025458,            0.013412,                   0,             0.90557,             0.76294,               0.878,             0.56186,            0.033774,            0.028561,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.025434,            0.013598,                   0,             0.90394,             0.76415,             0.87811,             0.56199,            0.033775,            0.028566,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.025352,            0.013332,                   0,             0.90256,             0.76511,             0.87802,             0.56183,            0.033776,            0.028576,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.025555,             0.01348,                   0,             0.90288,             0.76475,             0.87785,             0.56181,            0.033776,             0.02859,                   0,            0.002212,            0.002212,            0.002212
                 238,             0.02506,             0.01315,                   0,               0.913,             0.75788,             0.87788,             0.56185,            0.033776,            0.028603,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.025512,            0.013298,                   0,             0.90562,             0.76296,             0.87767,             0.56181,            0.033777,            0.028618,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.025168,            0.013108,                   0,             0.90671,             0.76214,             0.87749,             0.56174,            0.033778,            0.028631,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.025431,            0.013443,                   0,             0.90517,             0.76315,              0.8776,             0.56169,             0.03378,            0.028638,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.025183,            0.013404,                   0,             0.91179,             0.75846,             0.87745,              0.5616,            0.033782,            0.028645,                   0,            0.002047,            0.002047,            0.002047
                 243,             0.02536,             0.01339,                   0,             0.91439,              0.7573,             0.87772,             0.56169,            0.033784,            0.028647,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.024925,            0.013497,                   0,              0.9144,             0.75733,              0.8776,             0.56157,            0.033787,             0.02866,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.025357,            0.013548,                   0,               0.915,             0.75708,             0.87749,             0.56155,            0.033789,            0.028663,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.025085,            0.013356,                   0,             0.91638,             0.75636,             0.87764,              0.5616,            0.033791,            0.028667,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.025001,            0.013196,                   0,             0.91671,             0.75639,             0.87772,             0.56158,            0.033795,            0.028676,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.025031,            0.013494,                   0,             0.91632,              0.7565,             0.87769,             0.56158,            0.033799,            0.028689,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.025127,            0.013291,                   0,             0.91457,             0.75792,             0.87772,             0.56167,            0.033802,            0.028697,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.025139,            0.013197,                   0,             0.90755,              0.7625,             0.87752,             0.56161,            0.033808,            0.028712,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.024781,            0.012974,                   0,             0.91345,             0.75854,             0.87755,             0.56155,            0.033812,            0.028724,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.024915,            0.013302,                   0,             0.91304,              0.7588,             0.87754,             0.56146,            0.033819,            0.028741,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.024623,            0.013185,                   0,             0.91325,             0.75864,             0.87721,             0.56132,            0.033827,            0.028766,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.024787,            0.013071,                   0,             0.91351,             0.75801,              0.8772,              0.5613,            0.033832,            0.028783,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.024698,            0.012963,                   0,             0.91203,             0.75905,               0.877,              0.5612,            0.033836,              0.0288,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.024771,            0.013172,                   0,             0.91842,             0.75474,             0.87694,             0.56107,             0.03384,            0.028814,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.024471,            0.012939,                   0,             0.91812,             0.75467,             0.87679,             0.56112,            0.033845,             0.02883,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.024506,            0.012903,                   0,              0.9118,             0.75892,             0.87671,             0.56106,             0.03385,            0.028843,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.024327,            0.012916,                   0,               0.919,             0.75384,             0.87651,             0.56084,            0.033854,            0.028863,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.024484,            0.013056,                   0,              0.9189,             0.75394,             0.87656,             0.56071,            0.033858,             0.02888,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.024364,             0.01286,                   0,             0.91907,             0.75378,             0.87649,             0.56059,            0.033863,            0.028894,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.024345,            0.012955,                   0,             0.91897,             0.75418,             0.87639,             0.56053,            0.033868,             0.02891,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.024361,            0.012956,                   0,             0.91843,             0.75438,             0.87649,             0.56038,            0.033872,            0.028923,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.024215,            0.012912,                   0,             0.91889,             0.75408,             0.87642,             0.56029,            0.033878,            0.028938,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.024402,            0.012919,                   0,             0.92044,             0.75279,             0.87634,             0.56018,            0.033882,            0.028952,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.024267,            0.013042,                   0,             0.91835,             0.75418,             0.87619,             0.56003,            0.033886,            0.028969,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.024171,            0.012698,                   0,             0.91854,             0.75391,             0.87603,             0.55989,             0.03389,            0.028983,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.023963,            0.012794,                   0,             0.91439,             0.75656,             0.87585,             0.55978,            0.033895,            0.028997,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.023959,            0.012774,                   0,             0.91865,             0.75363,              0.8758,             0.55975,              0.0339,            0.029012,                   0,            0.001156,            0.001156,            0.001156
